student_id,attendance,marks,assignment,lms,risk_score,risk_label
4004,40,38,61,68,53.6,Medium
4005,48,72,93,81,32.5,Medium
4006,43,50,83,89,42.3,Medium
4007,46,64,59,83,42.3,Medium
4008,77,54,54,49,37.3,Medium
4009,47,32,91,83,45.1,Medium
4010,91,95,37,94,18.3,Low
4011,53,53,43,48,49.5,Medium
4012,58,72,72,42,36.6,Medium
4013,96,58,56,47,28.3,Low
4014,57,70,38,23,46.3,Medium
4015,43,63,86,52,41.5,Medium
4016,48,50,92,89,38.5,Medium
4017,87,76,58,82,22.6,Low
4018,83,92,93,35,17.1,Low
4019,43,41,50,93,51.2,Medium
4020,84,66,88,64,22.6,Low
4021,51,55,48,55,48,Medium
4022,93,50,69,74,26.6,Low
4023,89,44,98,75,24.1,Low
4024,90,77,72,47,21.8,Low
4025,50,59,64,26,46.9,Medium
4026,83,55,92,75,24.4,Low
4027,55,30,35,35,58.5,Medium
4028,67,51,67,37,40.8,Medium
4029,78,36,78,82,34.2,Medium
4030,75,84,51,64,28.2,Low
4031,58,62,97,24,36.4,Medium
4032,93,77,73,83,16.8,Low
4033,75,33,43,43,47.2,Medium
4034,61,63,43,87,39.4,Medium
4035,68,96,99,65,17.7,Low
4036,99,71,49,70,22.3,Low
4037,73,99,39,41,29.2,Low
4038,65,98,36,91,28.3,Low
4039,50,57,30,81,48.8,Medium
4040,41,42,39,39,59.3,Medium
4041,98,53,82,32,25.3,Low
4042,61,85,30,31,41,Medium
4043,65,66,63,47,36.9,Medium
4044,50,62,83,46,40.2,Medium
4045,96,51,68,24,30.3,Medium
4046,81,66,72,78,25.6,Low
4047,53,31,49,40,55.7,Medium
4048,91,51,77,67,26.2,Low
4049,42,78,49,57,44.3,Medium
4050,58,33,35,37,56.2,Medium
4051,60,49,40,92,44.1,Medium
4052,47,79,31,39,47.4,Medium
4053,80,44,49,20,43,Medium
4054,96,72,73,54,20,Low
4055,61,88,76,72,26.8,Low
4056,77,44,63,40,39.4,Medium
4057,86,67,96,41,22.2,Low
4058,59,92,52,20,36.4,Medium
4059,66,83,82,55,26.8,Low
4060,95,66,41,91,24.9,Low
4061,46,92,40,86,37.4,Medium
4062,40,36,96,68,47.2,Medium
4063,48,68,92,31,38.9,Medium
4064,61,48,92,26,40.2,Medium
4065,99,89,52,99,13.4,Low
4066,87,85,54,66,22.3,Low
4067,77,49,43,93,36.6,Medium
4068,43,35,90,45,49.8,Medium
4069,86,85,44,70,24.3,Low
4070,80,82,90,44,21,Low
4071,81,89,41,82,24.5,Low
4072,68,68,97,51,27.9,Low
4073,97,73,76,58,18.3,Low
4074,95,55,98,79,18,Low
4075,76,83,63,94,22.7,Low
4076,79,32,54,21,45.9,Medium
4077,41,49,44,27,57.4,Medium
4078,91,77,66,21,25.2,Low
4079,85,40,51,47,39.1,Medium
4080,45,94,90,47,31.1,Medium
4081,98,96,99,54,6.8,Low
4082,67,83,72,75,26.4,Low
4083,71,50,62,56,38.6,Medium
4084,80,74,55,70,27.8,Low
4085,49,73,89,97,31,Medium
4086,93,78,54,79,20.7,Low
4087,96,46,57,59,30.5,Medium
4088,47,91,94,32,31.9,Medium
4089,75,98,56,40,25.4,Low
4090,87,49,41,91,33.2,Medium
4091,45,38,94,69,44.9,Medium
4092,81,83,35,23,33.4,Medium
4093,68,87,73,26,29.5,Low
4094,94,46,84,73,24.5,Low
4095,98,62,74,49,22.5,Low
4096,61,59,59,59,40.2,Medium
4097,51,53,41,79,47.6,Medium
4098,43,92,73,51,35.5,Medium
4099,58,60,57,37,43.7,Medium
4100,75,88,52,70,26.2,Low
4101,86,80,57,63,23.9,Low
4102,81,91,55,67,22.6,Low
4103,57,75,57,24,40.9,Medium
4104,87,52,43,75,33.5,Medium
4105,67,86,86,45,25.7,Low
4106,94,30,95,66,27.8,Low
4107,87,30,31,54,44.6,Medium
4108,49,70,87,83,33.7,Medium
4109,59,70,80,76,31.8,Medium
4110,47,41,93,54,44.9,Medium
4111,47,87,79,48,34.5,Medium
4112,77,94,75,79,18.1,Low
4113,83,60,53,66,31.6,Medium
4114,84,75,43,50,30.3,Medium
4115,86,96,36,40,25.6,Low
4116,86,44,67,38,35.2,Medium
4117,74,42,87,60,34.4,Medium
4118,73,71,81,93,24,Low
4119,50,44,53,67,49.5,Medium
4120,95,73,47,25,28.2,Low
4121,45,41,62,88,48.5,Medium
4122,68,84,39,95,30.3,Medium
4123,86,77,72,65,21.6,Low
4124,72,73,89,70,24.5,Low
4125,59,50,77,66,39.4,Medium
4126,79,82,47,67,27.7,Low
4127,70,62,32,37,43.3,Medium
4128,71,49,85,73,32.6,Medium
4129,87,56,90,47,25.7,Low
4130,87,71,76,98,18.9,Low
4131,41,84,60,75,38.9,Medium
4132,72,38,30,75,46.3,Medium
4133,80,51,85,91,26.6,Low
4134,89,58,41,31,35.7,Medium
4135,95,78,66,36,21.8,Low
4136,85,65,52,39,32.2,Medium
4137,95,59,54,46,28.9,Low
4138,86,76,36,34,32.2,Medium
4139,94,76,71,70,18.4,Low
4140,40,77,40,28,50.1,Medium
4141,77,79,46,96,26.7,Low
4142,61,90,71,64,28,Low
4143,62,36,83,22,45.6,Medium
4144,67,71,43,94,33.9,Medium
4145,45,60,79,45,43.7,Medium
4146,85,30,46,99,37.9,Medium
4147,75,69,42,63,34.6,Medium
4148,85,77,62,28,27.7,Low
4149,75,73,85,97,21.4,Low
4150,80,85,61,50,25.3,Low
4151,43,56,84,63,42.9,Medium
4152,68,77,56,29,35.6,Medium
4153,67,36,46,96,43.6,Medium
4154,99,91,90,56,9.5,Low
4155,49,70,83,55,37.3,Medium
4156,83,60,57,46,32.8,Medium
4157,43,37,52,63,55,Medium
4158,83,41,89,22,34.5,Medium
4159,51,82,40,46,42.4,Medium
4160,91,57,97,71,20,Low
4161,62,48,90,68,36,Medium
4162,82,40,85,78,30.4,Medium
4163,82,50,55,69,34.3,Medium
4164,44,79,89,49,36,Medium
4165,69,95,92,82,17.3,Low
4166,84,51,82,86,26.1,Low
4167,42,92,97,48,31.4,Medium
4168,70,90,39,27,34.5,Medium
4169,45,80,75,91,33.9,Medium
4170,87,58,73,93,23.9,Low
4171,52,96,48,38,37,Medium
4172,57,58,48,91,41.1,Medium
4173,55,66,39,78,42.6,Medium
4174,96,78,52,61,21.7,Low
4175,81,48,73,64,32.2,Medium
4176,64,31,82,25,46.2,Medium
4177,61,76,77,80,29.4,Low
4178,80,88,57,29,27.3,Low
4179,43,71,63,67,42.2,Medium
4180,86,40,64,50,35.8,Medium
4181,88,60,55,21,33.7,Medium
4182,71,52,59,37,40.5,Medium
4183,46,40,50,30,56.6,Medium
4184,91,43,56,55,34,Medium
4185,73,44,63,68,38.2,Medium
4186,87,86,95,82,12.2,Low
4187,51,43,96,35,44,Medium
4188,79,62,45,94,31.4,Medium
4189,48,70,41,20,49.6,Medium
4190,43,65,60,79,43.4,Medium
4191,95,79,37,62,24.7,Low
4192,83,57,77,93,25,Low
4193,94,42,60,71,30.7,Medium
4194,79,81,34,95,27.8,Low
4195,81,63,66,82,27.3,Low
4196,94,86,76,30,18.4,Low
4197,65,76,81,54,29.6,Low
4198,85,99,82,82,11.7,Low
4199,46,89,85,30,34.9,Medium
4200,47,46,30,97,51.7,Medium
4201,80,69,93,94,19.3,Low
4202,69,65,61,61,34.6,Medium
4203,45,54,60,32,50.6,Medium
4204,78,56,92,25,31.1,Medium
4205,43,37,89,24,51.5,Medium
4206,47,66,65,78,40.6,Medium
4207,90,54,66,38,30.8,Medium
4208,83,59,96,27,27.2,Low
4209,63,56,84,81,33.1,Medium
4210,64,76,76,96,26.8,Low
4211,90,73,32,51,30.6,Medium
4212,69,52,45,96,38.2,Medium
4213,91,75,67,74,20.3,Low
4214,57,73,75,86,31.7,Medium
4215,96,32,66,38,35,Medium
4216,83,91,55,61,22.4,Low
4217,73,94,89,31,21.7,Low
4218,88,73,44,69,27.2,Low
4219,54,34,95,47,44.5,Medium
4220,82,68,81,82,22.4,Low
4221,82,58,47,75,32.9,Medium
4222,56,88,84,41,30.3,Medium
4223,87,64,82,89,20.7,Low
4224,93,59,68,89,22.6,Low
4225,41,70,30,53,51.3,Medium
4226,82,46,64,88,31.8,Medium
4227,93,60,93,79,18.3,Low
4228,40,38,32,92,57,Medium
4229,91,74,75,50,21.4,Low
4230,96,95,48,65,17,Low
4231,55,53,62,25,47.2,Medium
4232,56,99,59,22,33.9,Medium
4233,48,59,59,51,46.2,Medium
4234,81,71,82,55,24.4,Low
4235,60,91,72,62,28.1,Low
4236,94,94,71,29,17.1,Low
4237,83,69,72,38,27.9,Low
4238,65,53,76,38,39.1,Medium
4239,40,42,78,25,53.3,Medium
4240,99,81,67,35,19.2,Low
4241,89,82,72,44,21,Low
4242,79,81,48,65,28,Low
4243,42,77,37,29,49.8,Medium
4244,46,39,38,79,54.4,Medium
4245,43,79,54,68,41.5,Medium
4246,70,90,46,34,32.4,Medium
4247,53,58,78,32,42.6,Medium
4248,60,96,85,72,23,Low
4249,92,87,61,89,16,Low
4250,51,36,48,50,54.2,Medium
4251,51,63,37,76,45.7,Medium
4252,45,41,50,42,55.5,Medium
4253,88,81,54,92,20.5,Low
4254,56,53,67,77,40.6,Medium
4255,53,62,42,95,42.3,Medium
4256,48,98,96,92,23,Low
4257,67,86,58,90,26.8,Low
4258,46,45,66,57,49.2,Medium
4259,84,64,37,41,35.7,Medium
4260,94,64,73,87,19.9,Low
4261,82,72,73,81,22.9,Low
4262,44,54,72,41,47.7,Medium
4263,80,57,89,74,25.7,Low
4264,81,64,54,32,34.4,Medium
4265,55,56,51,52,45.8,Medium
4266,40,73,63,72,42.3,Medium
4267,79,67,86,87,22.4,Low
4268,77,81,75,74,22.5,Low
4269,46,85,83,78,31.7,Medium
4270,91,70,71,55,22.9,Low
4271,69,75,80,76,26.3,Low
4272,98,49,68,63,26.2,Low
4273,87,50,31,79,36.1,Medium
4274,65,53,42,73,42.4,Medium
4275,52,84,99,93,24.9,Low
4276,40,96,57,91,34.7,Medium
4277,92,89,38,51,23.8,Low
4278,90,62,83,29,25.9,Low
4279,89,81,99,61,14.2,Low
4280,68,80,85,83,23.5,Low
4281,98,70,83,47,18.5,Low
4282,47,32,66,38,54.6,Medium
4283,41,91,83,92,30.5,Medium
4284,84,77,60,89,22.4,Low
4285,88,85,90,24,18.9,Low
4286,90,81,87,24,19.9,Low
4287,47,83,68,44,38.3,Medium
4288,80,56,65,64,31.8,Medium
4289,66,93,63,62,26.9,Low
4290,80,93,33,30,30.5,Medium
4291,88,48,68,70,29.8,Low
4292,86,93,93,79,11.2,Low
4293,62,52,84,99,32.9,Medium
4294,54,58,72,23,44.3,Medium
4295,71,89,77,31,26.4,Low
4296,61,34,74,80,42.6,Medium
4297,92,93,70,75,13.8,Low
4298,47,61,89,80,37.1,Medium
4299,76,50,68,41,36.9,Medium
4300,56,79,31,97,38,Medium
4301,46,68,47,74,44.4,Medium
4302,82,36,59,94,35.2,Medium
4303,60,64,55,47,41.1,Medium
4304,78,84,96,32,21.2,Low
4305,44,71,94,98,32.5,Medium
4306,56,98,76,71,25.9,Low
4307,74,79,55,25,33.2,Medium
4308,87,53,40,81,33.2,Medium
4309,96,50,64,47,29.1,Low
4310,99,31,61,51,33.8,Medium
4311,87,44,62,44,35.2,Medium
4312,54,84,99,59,27.5,Low
4313,87,38,86,85,28.1,Low
4314,79,83,40,95,26,Low
4315,55,55,91,32,40.1,Medium
4316,64,89,56,34,33.1,Medium
4317,54,84,44,91,35.3,Medium
4318,50,53,54,43,49,Medium
4319,94,30,70,89,30.5,Medium
4320,44,82,69,29,41.1,Medium
4321,60,38,78,67,42.3,Medium
4322,81,59,72,55,30,Low
4323,80,56,97,23,29.5,Low
4324,92,59,87,54,22.7,Low
4325,51,70,39,31,47.7,Medium
4326,93,45,82,64,26.5,Low
4327,69,31,37,36,52.1,Medium
4328,43,92,38,37,43.9,Medium
4329,92,55,93,22,25.9,Low
4330,84,74,54,95,23.9,Low
4331,66,57,96,82,29.1,Low
4332,67,61,63,56,36.7,Medium
4333,42,62,96,70,38.4,Medium
4334,42,69,70,50,43.5,Medium
4335,63,40,61,79,42.7,Medium
4336,85,71,98,95,15.6,Low
4337,68,31,58,30,48.9,Medium
4338,97,60,87,49,20.9,Low
4339,93,61,94,39,21.8,Low
4340,58,72,70,99,31.3,Medium
4341,87,81,56,95,20.2,Low
4342,99,99,72,20,14.3,Low
4343,41,62,81,38,45,Medium
4344,44,45,78,25,50.8,Medium
4345,76,76,50,74,29.4,Low
4346,57,65,85,53,35.4,Medium
4347,64,87,43,25,37.2,Medium
4348,65,99,83,38,23.9,Low
4349,83,67,75,34,28.3,Low
4350,52,53,82,76,39.3,Medium
4351,74,83,84,63,22.4,Low
4352,61,91,67,68,28.1,Low
4353,96,54,89,20,25.6,Low
4354,90,81,61,89,18.6,Low
4355,49,52,94,45,41.5,Medium
4356,76,50,36,23,45.1,Medium
4357,83,92,65,26,23.6,Low
4358,81,95,50,87,20.4,Low
4359,46,69,45,33,48.6,Medium
4360,57,73,57,97,34.2,Medium
4361,71,53,91,62,31.3,Medium
4362,98,57,49,98,24.1,Low
4363,90,62,56,55,28.7,Low
4364,87,94,55,35,22.5,Low
4365,84,54,47,74,33.4,Medium
4366,46,82,86,35,36.3,Medium
4367,90,33,98,23,32.2,Medium
4368,56,65,68,32,41.3,Medium
4369,70,72,89,92,23.4,Low
4370,68,92,34,75,30.9,Medium
4371,51,87,61,49,36.4,Medium
4372,72,75,91,77,22.8,Low
4373,78,87,38,24,32.7,Medium
4374,65,46,75,50,40.2,Medium
4375,78,40,64,88,35.2,Medium
4376,69,91,96,54,20.5,Low
4377,42,37,81,92,46.7,Medium
4378,59,48,53,72,44.2,Medium
4379,52,94,77,51,30.5,Medium
4380,58,91,73,75,27.4,Low
4381,40,73,41,57,48.2,Medium
4382,81,45,76,58,33.1,Medium
4383,62,82,72,81,28.1,Low
4384,57,38,81,55,44.1,Medium
4385,82,48,31,78,38.8,Medium
4386,44,71,47,75,44.2,Medium
4387,44,84,41,68,42.2,Medium
4388,58,75,50,23,42,Medium
4389,45,85,85,95,30,Low
4390,54,54,71,61,41.9,Medium
4391,50,94,46,55,37.1,Medium
4392,90,39,80,91,27.2,Low
4393,69,44,62,64,40.4,Medium
4394,59,34,71,23,49.7,Medium
4395,74,39,83,31,39,Medium
4396,43,51,81,78,43.5,Medium
4397,48,49,65,66,46.5,Medium
4398,66,57,35,39,45.6,Medium
4399,58,40,67,74,44,Medium
4400,44,60,53,34,50.4,Medium
4401,47,73,59,90,38.5,Medium
4402,82,62,91,97,20.7,Low
4403,69,37,57,61,43.8,Medium
4404,75,66,79,70,27.4,Low
4405,55,89,92,96,23.3,Low
4406,86,85,99,27,17.6,Low
4407,85,30,65,58,38.2,Medium
4408,43,33,54,55,56.6,Medium
4409,98,73,89,53,15.8,Low
4410,43,56,91,87,39.1,Medium
4411,46,59,88,93,37,Medium
4412,42,92,83,52,33.8,Medium
4413,77,78,65,37,29.1,Low
4414,64,62,97,76,28.8,Low
4415,95,37,88,92,24.1,Low
4416,99,99,97,44,6.9,Low
4417,75,38,91,76,32.8,Medium
4418,43,86,55,31,42.9,Medium
4419,47,89,47,37,41.4,Medium
4420,67,64,67,44,36.2,Medium
4421,90,86,65,43,20.9,Low
4422,42,65,77,42,44.1,Medium
4423,88,72,89,91,16.3,Low
4424,47,35,90,46,48.1,Medium
4425,50,77,92,66,31.9,Medium
4426,85,80,84,42,21,Low
4427,99,33,68,89,28,Low
4428,88,55,52,31,34.8,Medium
4429,97,95,80,36,13.1,Low
4430,45,68,57,97,40.5,Medium
4431,92,73,93,60,16.7,Low
4432,80,52,68,90,29.8,Low
4433,62,59,30,63,45.2,Medium
4434,92,65,94,51,19.8,Low
4435,83,33,56,85,37.2,Medium
4436,41,91,45,92,38.1,Medium
4437,46,96,54,77,34.3,Medium
4438,68,50,56,78,38.8,Medium
4439,45,49,53,54,51.3,Medium
4440,80,99,96,48,14.3,Low
4441,50,78,52,23,43.9,Medium
4442,47,35,99,35,47.4,Medium
4443,69,77,42,58,35.1,Medium
4444,76,66,77,28,31.6,Medium
4445,58,95,88,66,24.1,Low
4446,87,68,83,86,19.6,Low
4447,99,31,99,96,21.7,Low
4448,42,77,56,70,41.9,Medium
4449,81,84,75,84,19,Low
4450,69,81,34,98,31.5,Medium
4451,72,71,85,84,24.5,Low
4452,89,41,51,53,36.6,Medium
4453,92,37,80,91,27,Low
4454,65,93,87,36,25.1,Low
4455,76,52,63,43,37.1,Medium
4456,59,68,71,52,36.6,Medium
4457,72,44,57,49,41.7,Medium
4458,93,62,38,33,33.3,Medium
4459,67,41,98,33,38,Medium
4460,66,63,81,88,29.7,Low
4461,96,57,98,46,20.3,Low
4462,96,82,39,56,23.6,Low
4463,68,93,42,55,31,Medium
4464,85,52,38,74,35.4,Medium
4465,63,30,77,46,45.8,Medium
4466,58,62,93,27,36.9,Medium
4467,45,62,81,57,41.5,Medium
4468,41,61,87,92,38.7,Medium
4469,61,93,97,20,26.3,Low
4470,74,51,51,86,36.3,Medium
4471,41,87,70,42,39.3,Medium
4472,69,41,99,51,35.2,Medium
4473,85,76,59,37,27.7,Low
4474,74,68,52,69,32.7,Medium
4475,54,52,76,65,41.1,Medium
4476,82,45,83,28,34.3,Medium
4477,70,73,45,85,32.6,Medium
4478,49,66,64,23,45.5,Medium
4479,94,90,95,33,13.1,Low
4480,67,99,60,70,24.5,Low
4481,47,67,97,84,33.3,Medium
4482,52,97,96,74,23.5,Low
4483,69,85,68,86,24.7,Low
4484,76,94,60,59,23.5,Low
4485,78,77,67,63,26,Low
4486,68,58,56,64,37.8,Medium
4487,89,61,48,20,34.5,Medium
4488,61,62,52,78,38.8,Medium
4489,63,62,52,58,40,Medium
4490,77,31,69,91,37,Medium
4491,60,76,58,89,32.7,Medium
4492,53,71,88,64,33.5,Medium
4493,85,32,49,31,43.5,Medium
4494,80,92,52,97,20.3,Low
4495,90,30,79,77,31.5,Medium
4496,81,99,80,98,12.1,Low
4497,94,55,47,98,26.7,Low
4498,41,76,34,50,49,Medium
4499,48,90,55,26,40.2,Medium
4500,98,38,40,44,37,Medium
4501,79,99,76,29,20.6,Low
4502,84,42,31,33,44.3,Medium
4503,49,72,88,99,31.3,Medium
4504,89,40,85,25,32.9,Medium
4505,57,39,87,95,38.6,Medium
4506,89,35,44,31,42,Medium
4507,65,33,94,91,36.2,Medium
4508,63,83,65,45,32.4,Medium
4509,97,72,33,51,27.9,Low
4510,80,59,65,39,33.4,Medium
4511,97,36,81,83,25.9,Low
4512,91,34,84,71,29.5,Low
4513,50,79,91,93,28.8,Low
4514,66,50,65,94,36.2,Medium
4515,53,78,35,41,44.3,Medium
4516,71,62,65,32,36.8,Medium
4517,61,61,38,78,41.9,Medium
4518,73,50,32,93,40.1,Medium
4519,85,77,57,46,26.9,Low
4520,41,81,84,66,35.9,Medium
4521,72,86,61,91,24.1,Low
4522,83,62,48,52,33.4,Medium
4523,95,61,34,73,29.6,Low
4524,46,32,64,53,53.9,Medium
4525,74,72,54,33,34.7,Medium
4526,70,48,64,80,36.8,Medium
4527,86,76,97,53,18.1,Low
4528,66,72,38,53,39.1,Medium
4529,78,96,30,42,29.8,Low
4530,76,62,35,21,41.9,Medium
4531,57,52,68,62,41.8,Medium
4532,88,67,87,92,18.1,Low
4533,52,74,64,20,42.2,Medium
4534,92,65,38,32,32.9,Medium
4535,87,67,87,36,24.1,Low
4536,92,98,64,41,16.9,Low
4537,79,96,97,38,16.4,Low
4538,88,84,41,95,21.9,Low
4539,88,88,31,88,23.4,Low
4540,95,95,48,77,16.2,Low
4541,65,75,38,76,36.3,Medium
4542,40,59,85,84,40.9,Medium
4543,78,67,31,32,39.3,Medium
4544,70,69,57,58,34.1,Medium
4545,81,87,68,89,19,Low
4546,87,49,34,99,33.8,Medium
4547,76,73,98,95,18.6,Low
4548,78,94,61,67,21.7,Low
4549,68,61,76,98,29.5,Low
4550,82,32,68,87,35.3,Medium
4551,63,85,94,51,25.4,Low
4552,55,35,46,40,54.3,Medium
4553,78,47,58,75,35.6,Medium
4554,78,91,62,62,22.9,Low
4555,62,81,67,30,34.5,Medium
4556,88,96,50,91,16.9,Low
4557,47,68,63,80,40.2,Medium
4558,77,58,69,57,32.3,Medium
4559,90,74,72,40,23.4,Low
4560,42,43,49,94,51.1,Medium
4561,53,74,35,67,42.9,Medium
4562,60,88,91,76,23.8,Low
4563,86,59,46,30,35.7,Medium
4564,69,88,72,26,29,Low
4565,72,88,99,59,19.1,Low
4566,92,61,45,62,29.7,Low
4567,95,98,59,45,16.3,Low
4568,59,48,80,57,40.3,Medium
4569,84,57,39,56,35.9,Medium
4570,84,87,84,56,17.9,Low
4571,96,53,87,71,21.2,Low
4572,62,35,90,91,37.6,Medium
4573,62,60,37,54,44.4,Medium
4574,84,53,89,94,23.3,Low
4575,77,95,42,56,26.7,Low
4576,74,98,81,32,21.6,Low
4577,94,86,82,88,11.4,Low
4578,78,56,54,28,38.4,Medium
4579,61,65,40,47,43.4,Medium
4580,68,89,48,37,32.8,Medium
4581,88,50,42,65,34.9,Medium
4582,74,84,34,38,34.6,Medium
4583,41,81,81,21,41,Medium
4584,94,38,38,84,35,Medium
4585,85,63,33,35,37,Medium
4586,86,51,54,23,37.2,Medium
4587,57,76,99,81,26.5,Low
4588,92,82,85,94,12.2,Low
4589,74,38,85,74,34.6,Medium
4590,83,85,98,89,12.8,Low
4591,53,33,43,84,51.9,Medium
4592,57,46,63,55,45.3,Medium
4593,71,64,72,92,28.8,Low
4594,61,49,41,83,44.4,Medium
4595,74,94,32,68,29,Low
4596,85,35,81,37,35.6,Medium
4597,41,94,73,71,33.7,Medium
4598,45,33,60,86,51.5,Medium
4599,87,98,70,63,15.5,Low
4600,90,82,43,60,24.8,Low
4601,78,69,86,92,21.7,Low
4602,71,36,46,97,41.9,Medium
4603,68,63,47,61,38.4,Medium
4604,78,87,64,99,20,Low
4605,98,80,38,47,24.5,Low
4606,90,88,94,91,9.7,Low
4607,88,56,84,51,26.1,Low
4608,44,72,80,24,42.4,Medium
4609,77,92,41,28,30.6,Medium
4610,47,59,63,33,47.6,Medium
4611,43,46,50,89,50.1,Medium
4612,94,38,54,54,34.8,Medium
4613,61,32,65,25,50.5,Medium
4614,61,72,83,71,30.3,Medium
4615,97,95,98,77,5.4,Low
4616,66,54,66,26,41.6,Medium
4617,42,39,34,21,62.6,High
4618,68,38,94,46,38,Medium
4619,87,46,66,59,32.3,Medium
4620,72,43,47,49,44,Medium
4621,77,94,39,35,29.7,Low
4622,73,67,45,28,38.9,Medium
4623,75,58,45,65,37.1,Medium
4624,98,35,67,63,30.6,Medium
4625,72,30,56,65,44.5,Medium
4626,79,62,92,84,23,Low
4627,57,81,32,22,44.3,Medium
4628,49,88,98,98,24.6,Low
4629,75,69,79,62,27.3,Low
4630,84,53,34,86,35.1,Medium
4631,62,68,81,28,35.8,Medium
4632,45,93,51,55,38.4,Medium
4633,62,50,75,63,38.9,Medium
4634,49,39,30,71,55.6,Medium
4635,94,90,70,53,16.1,Low
4636,41,68,46,73,46.7,Medium
4637,83,57,99,90,20.9,Low
4638,45,48,61,99,45.5,Medium
4639,82,53,62,37,35.2,Medium
4640,44,33,73,28,55.1,Medium
4641,47,36,51,76,52.6,Medium
4642,94,65,97,85,15,Low
4643,59,57,81,84,34.7,Medium
4644,90,95,81,39,15.4,Low
4645,91,83,55,33,24.4,Low
4646,78,43,50,20,43.9,Medium
4647,93,31,94,95,25.2,Low
4648,95,69,30,85,26.8,Low
4649,53,63,99,26,37.5,Medium
4650,51,72,39,22,48,Medium
4651,63,91,46,37,34.6,Medium
4652,78,31,46,49,45.4,Medium
4653,94,77,75,60,18.3,Low
4654,93,38,60,33,36.1,Medium
4655,51,90,85,60,29.6,Low
4656,80,41,37,66,41.7,Medium
4657,93,98,68,43,15.5,Low
4658,71,56,67,56,35.8,Medium
4659,43,84,64,28,42,Medium
4660,95,58,80,56,23,Low
4661,42,80,75,58,38.4,Medium
4662,47,56,33,23,55.5,Medium
4663,42,80,62,95,37.3,Medium
4664,65,82,55,75,30.9,Medium
4665,86,71,87,42,22.7,Low
4666,45,89,99,32,32.3,Medium
4667,56,69,57,62,39.3,Medium
4668,90,93,78,32,17.3,Low
4669,48,58,55,94,43,Medium
4670,57,57,31,45,49.4,Medium
4671,96,51,78,73,23.4,Low
4672,90,63,89,66,20.7,Low
4673,68,63,43,87,36.6,Medium
4674,54,98,54,36,34.6,Medium
4675,96,78,66,78,17.2,Low
4676,46,52,82,23,47.3,Medium
4677,53,67,38,64,44.7,Medium
4678,96,33,70,85,29.2,Low
4679,68,92,38,82,29.4,Low
4680,43,66,58,26,48.8,Medium
4681,84,73,79,21,26.6,Low
4682,99,68,68,39,22.5,Low
4683,78,46,85,73,30.7,Medium
4684,87,54,42,84,32.2,Medium
4685,44,30,55,59,56.5,Medium
4686,40,41,69,28,55.1,Medium
4687,51,41,79,68,44.7,Medium
4688,78,40,72,97,32.7,Medium
4689,46,42,87,23,49.3,Medium
4690,91,89,38,69,22.4,Low
4691,60,90,31,63,36.5,Medium
4692,96,58,94,53,20.1,Low
4693,46,72,70,39,42.1,Medium
4694,56,85,82,53,30.4,Medium
4695,40,78,93,82,33.8,Medium
4696,43,33,58,70,54.3,Medium
4697,99,73,59,29,23.8,Low
4698,45,98,48,50,38,Medium
4699,87,33,38,37,44,Medium
4700,79,72,82,78,22.6,Low
4701,99,71,66,57,20.2,Low
4702,56,80,92,96,25.6,Low
4703,65,88,51,79,29.5,Low
4704,97,44,34,43,36.9,Medium
4705,70,52,59,50,39.6,Medium
4706,67,81,69,25,32.6,Medium
4707,51,45,83,84,41.1,Medium
4708,80,49,99,80,25.5,Low
4709,40,79,67,37,43.2,Medium
4710,73,38,33,85,44.3,Medium
4711,65,81,51,65,33,Medium
4712,92,98,98,77,6.5,Low
4713,54,61,69,90,37.3,Medium
4714,88,91,74,70,15.7,Low
4715,74,96,31,75,27.9,Low
4716,92,31,93,82,27.1,Low
4717,80,98,47,22,27,Low
4718,90,50,79,66,26.6,Low
4719,90,71,54,31,28.8,Low
4720,83,39,78,62,33.3,Medium
4721,95,85,50,95,17,Low
4722,78,67,55,29,34.8,Medium
4723,59,37,97,54,40.5,Medium
4724,82,51,92,62,27.3,Low
4725,74,73,71,87,25.6,Low
4726,78,91,57,83,21.8,Low
4727,61,86,64,89,28.1,Low
4728,60,92,95,69,22.5,Low
4729,66,63,75,83,31.4,Medium
4730,75,91,88,73,17.8,Low
4731,67,90,33,78,31.8,Medium
4732,43,77,61,61,41.4,Medium
4733,65,92,48,46,32.2,Medium
4734,47,45,33,39,57.2,Medium
4735,44,83,50,57,41.8,Medium
4736,44,80,49,96,39,Medium
4737,93,96,76,50,13.8,Low
4738,49,81,97,29,33.8,Medium
4739,44,52,40,49,53.9,Medium
4740,73,45,30,32,48.1,Medium
4741,89,34,70,24,37.8,Medium
4742,50,67,88,98,32.5,Medium
4743,63,42,78,69,39.7,Medium
4744,97,40,31,45,38.5,Medium
4745,88,34,96,57,29.7,Low
4746,72,44,48,20,46.4,Medium
4747,53,84,31,90,38.4,Medium
4748,61,88,83,79,24.7,Low
4749,68,54,64,38,40,Medium
4750,63,39,39,98,45.5,Medium
4751,88,86,45,50,25,Low
4752,45,62,94,54,39.2,Medium
4753,42,43,34,71,56.4,Medium
4754,40,46,89,37,48.7,Medium
4755,49,94,89,83,26.1,Low
4756,47,36,75,30,52.4,Medium
4757,69,93,92,84,17.7,Low
4758,61,91,81,84,23.7,Low
4759,56,69,82,89,31.6,Medium
4760,54,99,57,60,31.3,Medium
4761,59,50,97,73,34.7,Medium
